,call_type,latitude,longitude
390,Medical Incident,37.76437321,-122.41747849999999
391,Medical Incident,37.75148331,-122.45644840000001
392,Medical Incident,37.79724775,-122.43467920000002
393,Medical Incident,37.76967964,-122.449942
394,Medical Incident,37.77319006,-122.418237
396,Medical Incident,37.77527143,-122.46601869999999
397,Medical Incident,37.79777923,-122.40782800000001
399,Medical Incident,37.78191397,-122.41303219999999
400,Medical Incident,37.78128769,-122.41131809999999
402,Medical Incident,37.78150637,-122.40793290000002
404,Medical Incident,37.77409486,-122.42000139999999
405,Medical Incident,37.77305345,-122.4186182
406,Medical Incident,37.78764185,-122.4034308
410,Medical Incident,37.72025167,-122.4114755
411,Medical Incident,37.77953108,-122.4135425
415,Medical Incident,37.73216722,-122.4212838
416,Medical Incident,37.78186545,-122.41428529999999
417,Medical Incident,37.78626844,-122.4129972
418,Medical Incident,37.80627493,-122.4230092
419,Medical Incident,37.79096861,-122.4023804
422,Medical Incident,37.77659524,-122.47803329999999
423,Medical Incident,37.80193064,-122.4125413
424,Medical Incident,37.79318893,-122.40055349999999
425,Medical Incident,37.72848944,-122.42999540000001
427,Medical Incident,37.7773216,-122.44911599999999
428,Medical Incident,37.78186545,-122.41428529999999
429,Medical Incident,37.78437057,-122.4388412
430,Medical Incident,37.78331041,-122.38837990000002
431,Medical Incident,37.78708179,-122.4258678
436,Medical Incident,37.78611721,-122.41985420000002
438,Medical Incident,37.73234096,-122.4061162
444,Medical Incident,37.72930177,-122.39087679999999
446,Medical Incident,37.78911017,-122.4170169
448,Medical Incident,37.77829356,-122.5029457
449,Medical Incident,37.72025167,-122.4114755
450,Medical Incident,37.76505134,-122.419669
452,Medical Incident,37.76700203,-122.4221581
453,Medical Incident,37.78150637,-122.40793290000002
454,Medical Incident,37.77986128,-122.38959070000001
455,Medical Incident,37.79920486,-122.44013249999999
459,Medical Incident,37.7124645,-122.4630291
461,Medical Incident,37.78008594,-122.39750169999999
462,Medical Incident,37.78160513,-122.41633629999998
464,Medical Incident,37.78005744,-122.4086735
465,Medical Incident,37.76208111,-122.468321
466,Medical Incident,37.7330297,-122.4342263
467,Medical Incident,37.74089198,-122.465829
468,Medical Incident,37.78895561,-122.41782579999999
469,Medical Incident,37.76967964,-122.449942
471,Medical Incident,37.77487017,-122.39441709999998
473,Medical Incident,37.80546355,-122.4144122
474,Medical Incident,37.71781485,-122.39142679999999
476,Medical Incident,37.76062927,-122.4126814
477,Medical Incident,37.72919356,-122.3740024
481,Medical Incident,37.79695516,-122.3989082
482,Medical Incident,37.77966604,-122.4137112
483,Medical Incident,37.77651282,-122.41496670000001
484,Medical Incident,37.79461386,-122.403979
487,Medical Incident,37.78476846,-122.4860872
489,Medical Incident,37.72848944,-122.42999540000001
490,Medical Incident,37.74084613,-122.42769679999999
491,Medical Incident,37.78636079,-122.4156169
492,Medical Incident,37.77782816,-122.42492469999999
495,Medical Incident,37.78241705,-122.4208105
500,Medical Incident,37.7444275,-122.40869029999999
501,Medical Incident,37.79154569,-122.42003659999999
502,Medical Incident,37.778575200000006,-122.42845200000001
504,Medical Incident,37.80727587,-122.4156164
505,Medical Incident,37.78128769,-122.41131809999999
508,Medical Incident,37.77842248,-122.43340729999998
509,Medical Incident,37.78548120000001,-122.42120349999999
510,Medical Incident,37.78305497,-122.4115773
511,Medical Incident,37.78284503,-122.41322179999999
512,Medical Incident,37.78594197,-122.40801270000001
514,Medical Incident,37.78139813,-122.40924540000002
517,Medical Incident,37.79180108,-122.3995994
518,Medical Incident,37.778575200000006,-122.42845200000001
519,Medical Incident,37.77487017,-122.39441709999998
520,Medical Incident,37.78689868,-122.3887794
521,Medical Incident,37.74702849,-122.4315135
522,Medical Incident,37.77844605,-122.49959140000001
523,Medical Incident,37.73654494,-122.4223236
524,Medical Incident,37.77409268,-122.44108440000001
525,Medical Incident,37.77886069,-122.4082716
530,Medical Incident,37.79053181,-122.4039142
531,Medical Incident,37.79073739,-122.4198727
533,Medical Incident,37.78636079,-122.4156169
537,Medical Incident,37.76062927,-122.4126814
540,Medical Incident,37.77708346,-122.41697930000001
541,Medical Incident,37.77762424,-122.3999811
542,Medical Incident,37.7124645,-122.4630291
544,Medical Incident,37.78149663,-122.4163145
547,Medical Incident,37.75148331,-122.45644840000001
548,Medical Incident,37.79695516,-122.3989082
549,Medical Incident,37.77419657,-122.5100338
551,Medical Incident,37.79625512,-122.40841040000001
554,Medical Incident,37.78111921,-122.41259699999999
555,Medical Incident,37.79020396,-122.4163929
557,Medical Incident,37.79053181,-122.4039142
558,Medical Incident,37.78921883,-122.40684270000001
559,Medical Incident,37.76173673,-122.49734950000001
560,Medical Incident,37.78005744,-122.4086735
563,Medical Incident,37.78176091,-122.41510509999999
564,Medical Incident,37.76033176,-122.5092121
565,Medical Incident,37.79777923,-122.40782800000001
566,Medical Incident,37.74953353,-122.4771494
568,Medical Incident,37.78153451,-122.4281353
569,Medical Incident,37.79318893,-122.40055349999999
570,Medical Incident,37.78118085,-122.428836
572,Medical Incident,37.79727032,-122.4059152
573,Medical Incident,37.72848944,-122.42999540000001
575,Medical Incident,37.78157397,-122.45542879999999
577,Medical Incident,37.76227855,-122.4193325
578,Medical Incident,37.77874221,-122.4304635
579,Medical Incident,37.79695516,-122.3989082
580,Medical Incident,37.74953353,-122.4771494
582,Medical Incident,37.76310298,-122.46631470000001
583,Medical Incident,37.78150637,-122.40793290000002
584,Medical Incident,37.78160513,-122.41633629999998
585,Medical Incident,37.78636079,-122.4156169
586,Medical Incident,37.77952317,-122.4126393
588,Medical Incident,37.76844274,-122.4222977
589,Medical Incident,37.78111921,-122.41259699999999
590,Medical Incident,37.75828227,-122.49079820000001
593,Medical Incident,37.77792272,-122.41895120000001
594,Medical Incident,37.78511111,-122.414592
597,Medical Incident,37.78689868,-122.3887794
598,Medical Incident,37.78491618,-122.41195
599,Medical Incident,37.75257276,-122.41299520000001
600,Medical Incident,37.78147394,-122.42068959999999
601,Medical Incident,37.78508117,-122.40649779999998
604,Medical Incident,37.77409268,-122.44108440000001
605,Medical Incident,37.77651282,-122.41496670000001
607,Medical Incident,37.78139813,-122.40924540000002
608,Medical Incident,37.76129048,-122.4072554
609,Medical Incident,37.76799245,-122.3943915
610,Medical Incident,37.78233759,-122.41389140000001
613,Medical Incident,37.73520174,-122.4341983
614,Medical Incident,37.76060062,-122.39737930000001
616,Medical Incident,37.77952317,-122.4126393
617,Medical Incident,37.7773216,-122.44911599999999
618,Medical Incident,37.79180108,-122.3995994
619,Medical Incident,37.788126299999995,-122.4176572
623,Medical Incident,37.79180108,-122.3995994
624,Medical Incident,37.79695516,-122.3989082
625,Medical Incident,37.7702426,-122.4296382
626,Medical Incident,37.73782181,-122.4323983
627,Medical Incident,37.76403274,-122.50940220000001
628,Medical Incident,37.78241705,-122.4208105
629,Medical Incident,37.79342018,-122.40938870000001
631,Medical Incident,37.78788961,-122.40104299999999
632,Medical Incident,37.77782548,-122.47150320000001
633,Medical Incident,37.78367395,-122.41507299999999
634,Medical Incident,37.75219765,-122.3974777
635,Medical Incident,37.77953108,-122.4135425
636,Medical Incident,37.7625884,-122.43253130000001
637,Medical Incident,37.77016312,-122.4461504
638,Medical Incident,37.77409486,-122.42000139999999
639,Medical Incident,37.78149663,-122.4163145
640,Medical Incident,37.73485505,-122.37948689999999
641,Medical Incident,37.74817255,-122.45869499999999
642,Medical Incident,37.79057826,-122.4206874
643,Medical Incident,37.72094713,-122.4531654
644,Medical Incident,37.77091334,-122.420305
645,Medical Incident,37.76505134,-122.419669
646,Medical Incident,37.73295563,-122.38759080000001
648,Medical Incident,37.7731448,-122.39147290000001
649,Medical Incident,37.77708346,-122.41697930000001
650,Medical Incident,37.78480739,-122.41361540000001
651,Medical Incident,37.78796309,-122.40349180000001
652,Medical Incident,37.76505134,-122.419669
655,Medical Incident,37.77874221,-122.4304635
656,Medical Incident,37.78548120000001,-122.42120349999999
657,Medical Incident,37.79053181,-122.4039142
660,Medical Incident,37.78512515,-122.40496599999999
661,Medical Incident,37.78258503,-122.41569390000001
662,Medical Incident,37.79154569,-122.42003659999999
663,Medical Incident,37.79920486,-122.44013249999999
664,Medical Incident,37.78512515,-122.40496599999999
666,Medical Incident,37.77782816,-122.42492469999999
669,Medical Incident,37.77762424,-122.3999811
671,Medical Incident,37.73209214,-122.3908027
672,Medical Incident,37.75117143,-122.3973798
673,Medical Incident,37.78594197,-122.40801270000001
676,Medical Incident,37.76208111,-122.468321
678,Medical Incident,37.79175352,-122.4224337
679,Medical Incident,37.77091334,-122.420305
680,Medical Incident,37.78672974,-122.4131614
681,Medical Incident,37.78191397,-122.41303219999999
683,Medical Incident,37.79028274,-122.43404679999999
684,Medical Incident,37.77844605,-122.49959140000001
686,Medical Incident,37.72184586,-122.4561415
688,Medical Incident,37.77404134,-122.42318799999998
689,Medical Incident,37.74921003,-122.41624180000001
690,Medical Incident,37.70893522,-122.4270135
691,Medical Incident,37.77824109,-122.4111848
692,Medical Incident,37.78301939999999,-122.46389180000001
693,Medical Incident,37.77305345,-122.4186182
694,Medical Incident,37.78611721,-122.41985420000002
696,Medical Incident,37.80627493,-122.4230092
697,Medical Incident,37.72094516,-122.4782782
701,Medical Incident,37.78191397,-122.41303219999999
702,Medical Incident,37.78808219,-122.41005690000001
703,Medical Incident,37.72967082,-122.3734405
704,Medical Incident,37.79695516,-122.3989082
705,Medical Incident,37.77865785,-122.4165803
707,Medical Incident,37.7560964,-122.42778340000001
708,Medical Incident,37.79625512,-122.40841040000001
710,Medical Incident,37.77814783,-122.4862064
711,Medical Incident,37.78157397,-122.45542879999999
713,Medical Incident,37.77016312,-122.4461504
714,Medical Incident,37.79028274,-122.43404679999999
715,Medical Incident,37.75521795,-122.47554040000001
716,Medical Incident,37.77938258,-122.41848440000001
717,Medical Incident,37.78160513,-122.41633629999998
718,Medical Incident,37.77829356,-122.5029457
719,Medical Incident,37.78610104,-122.4180881
720,Medical Incident,37.73485505,-122.37948689999999
722,Medical Incident,37.78508117,-122.40649779999998
723,Medical Incident,37.78491618,-122.41195
726,Medical Incident,37.78434554,-122.4077851
727,Medical Incident,37.78008594,-122.39750169999999
730,Medical Incident,37.76967964,-122.449942
731,Medical Incident,37.78066210000001,-122.42289790000001
732,Medical Incident,37.78626844,-122.4129972
733,Medical Incident,37.77529388,-122.41889440000001
734,Medical Incident,37.70911386,-122.4318301
735,Medical Incident,37.76360876,-122.4760544
737,Medical Incident,37.78597748,-122.40535940000001
739,Medical Incident,37.74669767,-122.43506040000001
740,Medical Incident,37.75223946,-122.4184453
741,Medical Incident,37.78689868,-122.3887794
742,Medical Incident,37.76700203,-122.4221581
745,Medical Incident,37.74669767,-122.43506040000001
746,Medical Incident,37.70893522,-122.4270135
748,Medical Incident,37.77016312,-122.4461504
750,Medical Incident,37.77345633,-122.42159109999999
752,Medical Incident,37.77005466,-122.44612839999999
753,Medical Incident,37.78738198,-122.396478
755,Medical Incident,37.78775592,-122.4009754
758,Medical Incident,37.78013037,-122.40987140000001
761,Medical Incident,37.78480739,-122.41361540000001
762,Medical Incident,37.78097118,-122.4087087
763,Medical Incident,37.70885361,-122.4051095
766,Medical Incident,37.78066916,-122.401678
767,Medical Incident,37.77345633,-122.42159109999999
769,Medical Incident,37.77709207,-122.4292128
770,Medical Incident,37.76060062,-122.39737930000001
773,Medical Incident,37.78594273,-122.41890259999998
774,Medical Incident,37.77592613,-122.4245791
775,Medical Incident,37.78808219,-122.41005690000001
776,Medical Incident,37.8028277,-122.41303429999999
777,Medical Incident,37.78672974,-122.4131614
780,Medical Incident,37.75723241,-122.4156262
781,Medical Incident,37.78497774,-122.4596976
783,Medical Incident,37.78186545,-122.41428529999999
785,Medical Incident,37.73672968,-122.4248504
786,Medical Incident,37.73371403,-122.3805885
787,Medical Incident,37.76033176,-122.5092121
789,Medical Incident,37.79777923,-122.40782800000001
790,Medical Incident,37.76360876,-122.4760544
791,Medical Incident,37.77027309,-122.448605
792,Medical Incident,37.74616295,-122.3940489
793,Medical Incident,37.788126299999995,-122.4176572
794,Medical Incident,37.76187247,-122.4942742
797,Medical Incident,37.77592613,-122.4245791
799,Medical Incident,37.75464094,-122.41860179999999
800,Medical Incident,37.76429102,-122.4186894
801,Medical Incident,37.78079208,-122.40838570000001
802,Medical Incident,37.78013037,-122.40987140000001
804,Medical Incident,37.77762424,-122.3999811
807,Medical Incident,37.74953353,-122.4771494
808,Medical Incident,37.78157397,-122.45542879999999
809,Medical Incident,37.79057826,-122.4206874
811,Medical Incident,37.78894504,-122.4262523
814,Medical Incident,37.79342018,-122.40938870000001
815,Medical Incident,37.76437321,-122.41747849999999
816,Medical Incident,37.78186545,-122.41428529999999
818,Medical Incident,37.7233591,-122.40190249999999
820,Medical Incident,37.79452665,-122.41136399999999
821,Medical Incident,37.72967082,-122.3734405
823,Medical Incident,37.75210237,-122.440665
824,Medical Incident,37.72184586,-122.4561415
825,Medical Incident,37.75584156,-122.40177990000001
827,Medical Incident,37.749975799999994,-122.4159622
829,Medical Incident,37.78066210000001,-122.42289790000001
830,Medical Incident,37.79053181,-122.4039142
831,Medical Incident,37.75723241,-122.4156262
832,Medical Incident,37.78399149,-122.4080665
833,Medical Incident,37.74084613,-122.42769679999999
835,Medical Incident,37.78147394,-122.42068959999999
837,Medical Incident,37.7824485,-122.4163274
839,Medical Incident,37.73831726,-122.4995334
840,Medical Incident,37.78263551,-122.41486280000001
841,Medical Incident,37.78917736,-122.42226299999999
844,Medical Incident,37.74817255,-122.45869499999999
845,Medical Incident,37.76275109,-122.4042462
846,Medical Incident,37.77805779,-122.44005179999999
847,Medical Incident,37.77749384,-122.41629170000002
849,Medical Incident,37.72814508,-122.45643670000001
850,Medical Incident,37.78491088,-122.4995146
853,Medical Incident,37.78434554,-122.4077851
854,Medical Incident,37.7824485,-122.4163274
855,Medical Incident,37.76134014,-122.46390790000001
856,Medical Incident,37.76886079,-122.39539599999999
858,Medical Incident,37.77843737,-122.41906979999999
861,Medical Incident,37.73401387,-122.3909679
862,Medical Incident,37.78211033,-122.40319640000001
863,Medical Incident,37.77207518,-122.40874679999999
864,Medical Incident,37.76138705,-122.4628379
865,Medical Incident,37.793184600000004,-122.39477250000002
866,Medical Incident,37.75730761,-122.40661979999999
867,Medical Incident,37.77843737,-122.41906979999999
868,Medical Incident,37.78502466,-122.4119719
870,Medical Incident,37.77749384,-122.41629170000002
871,Medical Incident,37.78289412,-122.420817
872,Medical Incident,37.77754677,-122.40007920000001
874,Medical Incident,37.77507596,-122.5112949
875,Medical Incident,37.793382,-122.41366059999999
876,Medical Incident,37.75857197,-122.406726
878,Medical Incident,37.78500949,-122.4187138
881,Medical Incident,37.76946134,-122.4019639
882,Medical Incident,37.78114586,-122.409026
884,Medical Incident,37.7720335,-122.3982007
886,Medical Incident,37.72921225,-122.39095690000002
887,Medical Incident,37.79050051,-122.4173664
889,Medical Incident,37.77393927,-122.4129479
892,Medical Incident,37.79323049,-122.39318130000001
893,Medical Incident,37.71866363,-122.443891
894,Medical Incident,37.78409104,-122.4117844
898,Medical Incident,37.71815831,-122.44172309999999
900,Medical Incident,37.72131314,-122.3959896
904,Medical Incident,37.78347684,-122.4124351
905,Medical Incident,37.78259767,-122.4577588
907,Medical Incident,37.78531207,-122.4263666
908,Medical Incident,37.78512515,-122.40496599999999
909,Medical Incident,37.78047851,-122.41251229999999
913,Medical Incident,37.78186545,-122.41428529999999
914,Medical Incident,37.78750963,-122.4201362
915,Medical Incident,37.77281404,-122.4103348
916,Medical Incident,37.75273903,-122.4100664
917,Medical Incident,37.72921225,-122.39095690000002
918,Medical Incident,37.73831726,-122.4995334
919,Medical Incident,37.78061684,-122.4165623
920,Medical Incident,37.75745392,-122.4736919
